Time(s)   w(m/s)         T(K)        p(Pa)       z(m)          RH(%)       Nd(#/kg)       qv(g/kg)     total_mass
 713.00     1.00       283.46     91809.67     714.00         100.02    240063359.1518       0.008532     0.00105754
 714.00     1.00       283.45     91798.60     715.00         100.02    240036343.8156       0.008530     0.00105955
 715.00     1.00       283.45     91787.54     716.00         100.02    240009253.4773       0.008527     0.00106157
 716.00     1.00       283.44     91776.48     717.00         100.02    239982088.0565       0.008525     0.00106358
 717.00     1.00       283.44     91765.41     718.00         100.02    239954847.4727       0.008523     0.00106560
 718.00     1.00       283.43     91754.35     719.00         100.02    239927531.6454       0.008521     0.00106761
 719.00     1.00       283.42     91743.29     720.00         100.02    239900140.4938       0.008519     0.00106962
 720.00     1.00       283.42     91732.24     721.00         100.02    239872673.9370       0.008517     0.00107164
 721.00     1.00       283.41     91721.18     722.00         100.02    239845131.8942       0.008515     0.00107365
 722.00     1.00       283.41     91710.12     723.00         100.02    239817514.2841       0.008513     0.00107566
 723.00     1.00       283.40     91699.07     724.00         100.02    239789821.0258       0.008511     0.00107767
 724.00     1.00       283.40     91688.01     725.00         100.02    239762052.0377       0.008509     0.00107969
 725.00     1.00       283.39     91676.96     726.00         100.02    239734207.2385       0.008507     0.00108170
 726.00     1.00       283.39     91665.91     727.00         100.02    239706286.5465       0.008505     0.00108371
 727.00     1.00       283.38     91654.86     728.00         100.02    239678289.8802       0.008503     0.00108572
 728.00     1.00       283.38     91643.81     729.00         100.02    239650217.1576       0.008501     0.00108773
 729.00     1.00       283.37     91632.76     730.00         100.02    239622068.2968       0.008499     0.00108974
 730.00     1.00       283.37     91621.71     731.00         100.02    239593843.2158       0.008497     0.00109175
 731.00     1.00       283.36     91610.66     732.00         100.02    239565541.8323       0.008495     0.00109376
 732.00     1.00       283.36     91599.62     733.00         100.02    239537164.0640       0.008493     0.00109577
 733.00     1.00       283.35     91588.58     734.00         100.02    239508709.8285       0.008491     0.00109778
 734.00     1.00       283.35     91577.53     735.00         100.02    239480179.0430       0.008489     0.00109979
 735.00     1.00       283.34     91566.49     736.00         100.02    239451571.6251       0.008487     0.00110180
 736.00     1.00       283.33     91555.45     737.00         100.02    239422887.4917       0.008485     0.00110381
 737.00     1.00       283.33     91544.41     738.00         100.02    239394126.5599       0.008483     0.00110582
 738.00     1.00       283.32     91533.37     739.00         100.02    239365288.7466       0.008481     0.00110783
 739.00     1.00       283.32     91522.33     740.00         100.02    239336373.9685       0.008479     0.00110983
 740.00     1.00       283.31     91511.30     741.00         100.02    239307382.1423       0.008477     0.00111184
 741.00     1.00       283.31     91500.26     742.00         100.02    239278313.1844       0.008475     0.00111385
 742.00     1.00       283.30     91489.23     743.00         100.02    239249167.0113       0.008473     0.00111586
 743.00     1.00       283.30     91478.20     744.00         100.02    239219943.5390       0.008471     0.00111786
 744.00     1.00       283.29     91467.17     745.00         100.02    239190642.6838       0.008469     0.00111987
 745.00     1.00       283.29     91456.13     746.00         100.02    239161264.3615       0.008467     0.00112188
 746.00     1.00       283.28     91445.11     747.00         100.02    239131808.4880       0.008465     0.00112388
 747.00     1.00       283.28     91434.08     748.00         100.02    239102274.9789       0.008463     0.00112589
 748.00     1.00       283.27     91423.05     749.00         100.02    239072663.7497       0.008461     0.00112789
 749.00     1.00       283.27     91412.02     750.00         100.02    239042974.7159       0.008459     0.00112990
 750.00     1.00       283.26     91401.00     751.00         100.02    239013207.7928       0.008457     0.00113190
 751.00     1.00       283.25     91389.97     752.00         100.02    238983362.8953       0.008455     0.00113391
 752.00     1.00       283.25     91378.95     753.00         100.02    238953439.9386       0.008453     0.00113591
 753.00     1.00       283.24     91367.93     754.00         100.02    238923438.8374       0.008451     0.00113792
 754.00     1.00       283.24     91356.91     755.00         100.02    238893359.5064       0.008449     0.00113992
 755.00     1.00       283.23     91345.89     756.00         100.02    238863201.8602       0.008447     0.00114192
 756.00     1.00       283.23     91334.87     757.00         100.02    238832965.8133       0.008445     0.00114393
 757.00     1.00       283.22     91323.86     758.00         100.02    238802651.2797       0.008443     0.00114593
 758.00     1.00       283.22     91312.84     759.00         100.02    238772258.1738       0.008441     0.00114793
 759.00     1.00       283.21     91301.82     760.00         100.02    238741786.4093       0.008439     0.00114993
 760.00     1.00       283.21     91290.81     761.00         100.02    238711235.9003       0.008437     0.00115193
 761.00     1.00       283.20     91279.80     762.00         100.02    238680606.5603       0.008435     0.00115394
 762.00     1.00       283.20     91268.79     763.00         100.02    238649898.3029       0.008433     0.00115594
 763.00     1.00       283.19     91257.78     764.00         100.02    238619111.0415       0.008431     0.00115794
 764.00     1.00       283.19     91246.77     765.00         100.02    238588244.6893       0.008429     0.00115994
 765.00     1.00       283.18     91235.76     766.00         100.02    238557299.1594       0.008427     0.00116194
 766.00     1.00       283.17     91224.75     767.00         100.02    238526274.3648       0.008425     0.00116394
 767.00     1.00       283.17     91213.75     768.00         100.02    238495170.2182       0.008423     0.00116594
 768.00     1.00       283.16     91202.74     769.00         100.02    238463986.6323       0.008421     0.00116794
 769.00     1.00       283.16     91191.74     770.00         100.02    238432723.5195       0.008419     0.00116994
 770.00     1.00       283.15     91180.74     771.00         100.02    238401380.7923       0.008417     0.00117194
 771.00     1.00       283.15     91169.73     772.00         100.02    238369958.3628       0.008415     0.00117394
 772.00     1.00       283.14     91158.73     773.00         100.02    238338456.1431       0.008413     0.00117594
 773.00     1.00       283.14     91147.73     774.00         100.02    238306874.0449       0.008411     0.00117793
 774.00     1.00       283.13     91136.74     775.00         100.02    238275211.9801       0.008409     0.00117993
 775.00     1.00       283.13     91125.74     776.00         100.02    238243469.8602       0.008407     0.00118193
 776.00     1.00       283.12     91114.74     777.00         100.02    238211647.5967       0.008405     0.00118393
 777.00     1.00       283.12     91103.75     778.00         100.02    238179745.1007       0.008403     0.00118593
 778.00     1.00       283.11     91092.76     779.00         100.02    238147762.2834       0.008401     0.00118792
 779.00     1.00       283.11     91081.76     780.00         100.02    238115699.0558       0.008399     0.00118992
 780.00     1.00       283.10     91070.77     781.00         100.01    238083555.3286       0.008397     0.00119191
 781.00     1.00       283.09     91059.78     782.00         100.01    238051331.0124       0.008395     0.00119391
 782.00     1.00       283.09     91048.79     783.00         100.01    238019026.0178       0.008393     0.00119591
 783.00     1.00       283.08     91037.81     784.00         100.01    237986640.2550       0.008391     0.00119790
 784.00     1.00       283.08     91026.82     785.00         100.01    237954173.6341       0.008389     0.00119990
 785.00     1.00       283.07     91015.83     786.00         100.01    237921626.0653       0.008387     0.00120189
 786.00     1.00       283.07     91004.85     787.00         100.01    237888997.4582       0.008385     0.00120389
 787.00     1.00       283.06     90993.86     788.00         100.01    237856287.7226       0.008383     0.00120588
 788.00     1.00       283.06     90982.88     789.00         100.01    237823496.7680       0.008381     0.00120788
 789.00     1.00       283.05     90971.90     790.00         100.01    237790624.5037       0.008379     0.00120987
 790.00     1.00       283.05     90960.92     791.00         100.01    237757670.8389       0.008377     0.00121186
 791.00     1.00       283.04     90949.94     792.00         100.01    237724635.6825       0.008375     0.00121386
 792.00     1.00       283.04     90938.96     793.00         100.01    237691518.9435       0.008373     0.00121585
 793.00     1.00       283.03     90927.99     794.00         100.01    237658320.5304       0.008371     0.00121784
 794.00     1.00       283.03     90917.01     795.00         100.01    237625040.3519       0.008369     0.00121983
 795.00     1.00       283.02     90906.04     796.00         100.01    237591678.3163       0.008367     0.00122183
 796.00     1.00       283.02     90895.06     797.00         100.01    237558234.3317       0.008365     0.00122382
 797.00     1.00       283.01     90884.09     798.00         100.01    237524708.3062       0.008363     0.00122581
 798.00     1.00       283.00     90873.12     799.00         100.01    237491100.1475       0.008361     0.00122780
 799.00     1.00       283.00     90862.15     800.00         100.01    237457409.7634       0.008359     0.00122979
 800.00     1.00       282.99     90851.18     801.00         100.01    237423637.0613       0.008357     0.00123178
 801.00     1.00       282.99     90840.21     802.00         100.01    237389781.9487       0.008355     0.00123377
 802.00     1.00       282.98     90829.25     803.00         100.01    237355844.3325       0.008353     0.00123576
 803.00     1.00       282.98     90818.28     804.00         100.01    237321824.1199       0.008351     0.00123775
 804.00     1.00       282.97     90807.32     805.00         100.01    237287721.2177       0.008349     0.00123974
 805.00     1.00       282.97     90796.35     806.00         100.01    237253535.5324       0.008347     0.00124173
 806.00     1.00       282.96     90785.39     807.00         100.01    237219266.9705       0.008345     0.00124372
 807.00     1.00       282.96     90774.43     808.00         100.01    237184915.4384       0.008343     0.00124571
 808.00     1.00       282.95     90763.47     809.00         100.01    237150480.8421       0.008341     0.00124770
 809.00     1.00       282.95     90752.51     810.00         100.01    237115963.0876       0.008339     0.00124969
 810.00     1.00       282.94     90741.55     811.00         100.01    237081362.0807       0.008337     0.00125167
 811.00     1.00       282.94     90730.60     812.00         100.01    237046677.7268       0.008335     0.00125366
 812.00     1.00       282.93     90719.64     813.00         100.01    237011909.9316       0.008333     0.00125565
 813.00     1.00       282.92     90708.69     814.00         100.01    236977058.6000       0.008331     0.00125764
 814.00     1.00       282.92     90697.73     815.00         100.01    236942123.6373       0.008329     0.00125962
 815.00     1.00       282.91     90686.78     816.00         100.01    236907104.9483       0.008327     0.00126161
 816.00     1.00       282.91     90675.83     817.00         100.01    236872002.4376       0.008325     0.00126360
 817.00     1.00       282.90     90664.88     818.00         100.01    236836816.0098       0.008324     0.00126558
 818.00     1.00       282.90     90653.93     819.00         100.01    236801545.5693       0.008322     0.00126757
 819.00     1.00       282.89     90642.98     820.00         100.01    236766191.0200       0.008320     0.00126955
 820.00     1.00       282.89     90632.04     821.00         100.01    236730752.2661       0.008318     0.00127154
 821.00     1.00       282.88     90621.09     822.00         100.01    236695229.2113       0.008316     0.00127352
 822.00     1.00       282.88     90610.15     823.00         100.01    236659621.7592       0.008314     0.00127551
 823.00     1.00       282.87     90599.20     824.00         100.01    236623929.8132       0.008312     0.00127749
 824.00     1.00       282.87     90588.26     825.00         100.01    236588153.2766       0.008310     0.00127948
 825.00     1.00       282.86     90577.32     826.00         100.01    236552292.0523       0.008308     0.00128146
 826.00     1.00       282.86     90566.38     827.00         100.01    236516346.0432       0.008306     0.00128344
 827.00     1.00       282.85     90555.44     828.00         100.01    236480315.1520       0.008304     0.00128543
 828.00     1.00       282.84     90544.50     829.00         100.01    236444199.2812       0.008302     0.00128741
 829.00     1.00       282.84     90533.57     830.00         100.01    236407998.3330       0.008300     0.00128939
 830.00     1.00       282.83     90522.63     831.00         100.01    236371712.2096       0.008298     0.00129137
 831.00     1.00       282.83     90511.70     832.00         100.01    236335340.8129       0.008296     0.00129336
 832.00     1.00       282.82     90500.77     833.00         100.01    236298884.0446       0.008294     0.00129534
 833.00     1.00       282.82     90489.83     834.00         100.01    236262341.8062       0.008292     0.00129732
 834.00     1.00       282.81     90478.90     835.00         100.01    236225713.9990       0.008290     0.00129930
 835.00     1.00       282.81     90467.97     836.00         100.01    236189000.5243       0.008288     0.00130128
 836.00     1.00       282.80     90457.04     837.00         100.01    236152201.2830       0.008286     0.00130326
 837.00     1.00       282.80     90446.12     838.00         100.01    236115316.1757       0.008284     0.00130524
 838.00     1.00       282.79     90435.19     839.00         100.01    236078345.1032       0.008282     0.00130722
 839.00     1.00       282.79     90424.26     840.00         100.01    236041287.9658       0.008280     0.00130920
 840.00     1.00       282.78     90413.34     841.00         100.01    236004144.6636       0.008278     0.00131118
 841.00     1.00       282.78     90402.42     842.00         100.01    235966915.0966       0.008276     0.00131316
 842.00     1.00       282.77     90391.49     843.00         100.01    235929599.1647       0.008274     0.00131514
 843.00     1.00       282.76     90380.57     844.00         100.01    235892196.7673       0.008272     0.00131712
 844.00     1.00       282.76     90369.65     845.00         100.01    235854707.8040       0.008270     0.00131910
 845.00     1.00       282.75     90358.73     846.00         100.01    235817132.1738       0.008268     0.00132108
 846.00     1.00       282.75     90347.82     847.00         100.01    235779469.7759       0.008266     0.00132305
 847.00     1.00       282.74     90336.90     848.00         100.01    235741720.5089       0.008264     0.00132503
 848.00     1.00       282.74     90325.99     849.00         100.01    235703884.2715       0.008262     0.00132701
 849.00     1.00       282.73     90315.07     850.00         100.01    235665960.9620       0.008260     0.00132899
 850.00     1.00       282.73     90304.16     851.00         100.01    235627950.4787       0.008258     0.00133096
 851.00     1.00       282.72     90293.25     852.00         100.01    235589852.7196       0.008256     0.00133294
 852.00     1.00       282.72     90282.33     853.00         100.01    235551667.5824       0.008254     0.00133492
 853.00     1.00       282.71     90271.43     854.00         100.01    235513394.9647       0.008252     0.00133689
 854.00     1.00       282.71     90260.52     855.00         100.01    235475034.7639       0.008250     0.00133887
 855.00     1.00       282.70     90249.61     856.00         100.01    235436586.8772       0.008248     0.00134084
 856.00     1.00       282.69     90238.70     857.00         100.01    235398051.2015       0.008246     0.00134282
 857.00     1.00       282.69     90227.80     858.00         100.01    235359427.6336       0.008244     0.00134479
 858.00     1.00       282.68     90216.89     859.00         100.01    235320716.0701       0.008242     0.00134677
 859.00     1.00       282.68     90205.99     860.00         100.01    235281916.4073       0.008240     0.00134874
 860.00     1.00       282.67     90195.09     861.00         100.01    235243028.5414       0.008238     0.00135071
 861.00     1.00       282.67     90184.19     862.00         100.01    235204052.3682       0.008236     0.00135269
 862.00     1.00       282.66     90173.29     863.00         100.01    235164987.7836       0.008234     0.00135466
 863.00     1.00       282.66     90162.39     864.00         100.01    235125834.6830       0.008232     0.00135663
 864.00     1.00       282.65     90151.49     865.00         100.01    235086592.9617       0.008230     0.00135861
 865.00     1.00       282.65     90140.59     866.00         100.01    235047262.5148       0.008229     0.00136058
 866.00     1.00       282.64     90129.70     867.00         100.01    235007843.2373       0.008227     0.00136255
 867.00     1.00       282.64     90118.80     868.00         100.01    234968335.0238       0.008225     0.00136452
 868.00     1.00       282.63     90107.91     869.00         100.01    234928737.7687       0.008223     0.00136650
 869.00     1.00       282.63     90097.02     870.00         100.01    234889051.3662       0.008221     0.00136847
 870.00     1.00       282.62     90086.13     871.00         100.01    234849275.7105       0.008219     0.00137044
 871.00     1.00       282.61     90075.24     872.00         100.01    234809410.6953       0.008217     0.00137241
 872.00     1.00       282.61     90064.35     873.00         100.01    234769456.2143       0.008215     0.00137438
 873.00     1.00       282.60     90053.46     874.00         100.01    234729412.1607       0.008213     0.00137635
 874.00     1.00       282.60     90042.58     875.00         100.01    234689278.4278       0.008211     0.00137832
 875.00     1.00       282.59     90031.69     876.00         100.01    234649054.9086       0.008209     0.00138029
 876.00     1.00       282.59     90020.81     877.00         100.01    234608741.4957       0.008207     0.00138226
 877.00     1.00       282.58     90009.92     878.00         100.01    234568338.0816       0.008205     0.00138423
 878.00     1.00       282.58     89999.04     879.00         100.01    234527844.5588       0.008203     0.00138620
 879.00     1.00       282.57     89988.16     880.00         100.01    234487260.8191       0.008201     0.00138817
 880.00     1.00       282.57     89977.28     881.00         100.01    234446586.7546       0.008199     0.00139014
 881.00     1.00       282.56     89966.40     882.00         100.01    234405822.2568       0.008197     0.00139210
 882.00     1.00       282.56     89955.52     883.00         100.01    234364967.2171       0.008195     0.00139407
 883.00     1.00       282.55     89944.65     884.00         100.01    234324021.5267       0.008193     0.00139604
 884.00     1.00       282.55     89933.77     885.00         100.01    234282985.0766       0.008191     0.00139801
 885.00     1.00       282.54     89922.90     886.00         100.01    234241857.7575       0.008189     0.00139997
 886.00     1.00       282.53     89912.02     887.00         100.01    234200639.4600       0.008187     0.00140194
 887.00     1.00       282.53     89901.15     888.00         100.01    234159330.0743       0.008185     0.00140391
 888.00     1.00       282.52     89890.28     889.00         100.01    234117929.4904       0.008183     0.00140587
 889.00     1.00       282.52     89879.41     890.00         100.01    234076437.5983       0.008181     0.00140784
 890.00     1.00       282.51     89868.54     891.00         100.01    234034854.2876       0.008179     0.00140980
 891.00     1.00       282.51     89857.67     892.00         100.01    233993179.4476       0.008177     0.00141177
 892.00     1.00       282.50     89846.81     893.00         100.01    233951412.9674       0.008175     0.00141373
 893.00     1.00       282.50     89835.94     894.00         100.01    233909554.7361       0.008173     0.00141570
 894.00     1.00       282.49     89825.08     895.00         100.01    233867604.6423       0.008171     0.00141766
 895.00     1.00       282.49     89814.22     896.00         100.01    233825562.5744       0.008169     0.00141963
 896.00     1.00       282.48     89803.35     897.00         100.01    233783428.4207       0.008168     0.00142159
 897.00     1.00       282.48     89792.49     898.00         100.01    233741202.0693       0.008166     0.00142356
 898.00     1.00       282.47     89781.63     899.00         100.01    233698883.4078       0.008164     0.00142552
 899.00     1.00       282.47     89770.77     900.00         100.01    233656472.3239       0.008162     0.00142748
 900.00     1.00       282.46     89759.92     901.00         100.01    233613968.7048       0.008160     0.00142944
 901.00     1.00       282.45     89749.06     902.00         100.01    233571372.4375       0.008158     0.00143141
 902.00     1.00       282.45     89738.20     903.00         100.01    233528683.4090       0.008156     0.00143337
 903.00     1.00       282.44     89727.35     904.00         100.01    233485901.5059       0.008154     0.00143533
 904.00     1.00       282.44     89716.50     905.00         100.01    233443026.6144       0.008152     0.00143729
 905.00     1.00       282.43     89705.64     906.00         100.01    233400058.6208       0.008150     0.00143925
 906.00     1.00       282.43     89694.79     907.00         100.01    233356997.4108       0.008148     0.00144122
 907.00     1.00       282.42     89683.94     908.00         100.01    233313842.8702       0.008146     0.00144318
 908.00     1.00       282.42     89673.09     909.00         100.01    233270594.8845       0.008144     0.00144514
 909.00     1.00       282.41     89662.25     910.00         100.01    233227253.3386       0.008142     0.00144710
 910.00     1.00       282.41     89651.40     911.00         100.01    233183818.1177       0.008140     0.00144906
 911.00     1.00       282.40     89640.56     912.00         100.01    233140289.1063       0.008138     0.00145102
 912.00     1.00       282.40     89629.71     913.00         100.01    233096666.1889       0.008136     0.00145298
 913.00     1.00       282.39     89618.87     914.00         100.01    233052949.2498       0.008134     0.00145494
 914.00     1.00       282.38     89608.03     915.00         100.01    233009138.1728       0.008132     0.00145689
 915.00     1.00       282.38     89597.18     916.00         100.01    232965232.8418       0.008130     0.00145885
 916.00     1.00       282.37     89586.34     917.00         100.01    232921233.1402       0.008128     0.00146081
 917.00     1.00       282.37     89575.51     918.00         100.01    232877138.9512       0.008126     0.00146277
 918.00     1.00       282.36     89564.67     919.00         100.01    232832950.1578       0.008124     0.00146473
 919.00     1.00       282.36     89553.83     920.00         100.01    232788666.6428       0.008122     0.00146669
 920.00     1.00       282.35     89543.00     921.00         100.01    232744288.2887       0.008120     0.00146864
 921.00     1.00       282.35     89532.16     922.00         100.01    232699814.9776       0.008119     0.00147060
 922.00     1.00       282.34     89521.33     923.00         100.01    232655246.5916       0.008117     0.00147256
 923.00     1.00       282.34     89510.50     924.00         100.01    232610583.0125       0.008115     0.00147451
 924.00     1.00       282.33     89499.66     925.00         100.01    232565824.1217       0.008113     0.00147647
 925.00     1.00       282.33     89488.83     926.00         100.01    232520969.8005       0.008111     0.00147842
 926.00     1.00       282.32     89478.01     927.00         100.01    232476019.9299       0.008109     0.00148038
 927.00     1.00       282.32     89467.18     928.00         100.01    232430974.3907       0.008107     0.00148234
 928.00     1.00       282.31     89456.35     929.00         100.01    232385833.0633       0.008105     0.00148429
 929.00     1.00       282.30     89445.53     930.00         100.01    232340595.8279       0.008103     0.00148625
 930.00     1.00       282.30     89434.70     931.00         100.01    232295262.5646       0.008101     0.00148820
 931.00     1.00       282.29     89423.88     932.00         100.01    232249833.1531       0.008099     0.00149015
 932.00     1.00       282.29     89413.06     933.00         100.01    232204307.4729       0.008097     0.00149211
 933.00     1.00       282.28     89402.23     934.00         100.01    232158685.4032       0.008095     0.00149406
 934.00     1.00       282.28     89391.41     935.00         100.01    232112966.8229       0.008093     0.00149602
 935.00     1.00       282.27     89380.60     936.00         100.01    232067151.6109       0.008091     0.00149797
 936.00     1.00       282.27     89369.78     937.00         100.01    232021239.6454       0.008089     0.00149992
 937.00     1.00       282.26     89358.96     938.00         100.01    231975230.8047       0.008087     0.00150187
 938.00     1.00       282.26     89348.15     939.00         100.01    231929124.9668       0.008085     0.00150383
 939.00     1.00       282.25     89337.33     940.00         100.01    231882922.0094       0.008083     0.00150578
 940.00     1.00       282.25     89326.52     941.00         100.01    231836621.8097       0.008081     0.00150773
 941.00     1.00       282.24     89315.70     942.00         100.01    231790224.2451       0.008079     0.00150968
 942.00     1.00       282.24     89304.89     943.00         100.01    231743729.1923       0.008077     0.00151163
 943.00     1.00       282.23     89294.08     944.00         100.01    231697136.5281       0.008076     0.00151358
 944.00     1.00       282.22     89283.27     945.00         100.01    231650446.1287       0.008074     0.00151553
 945.00     1.00       282.22     89272.47     946.00         100.01    231603657.8703       0.008072     0.00151748
 946.00     1.00       282.21     89261.66     947.00         100.01    231556771.6286       0.008070     0.00151943
 947.00     1.00       282.21     89250.85     948.00         100.01    231509787.2794       0.008068     0.00152138
 948.00     1.00       282.20     89240.05     949.00         100.01    231462704.6979       0.008066     0.00152333
 949.00     1.00       282.20     89229.25     950.00         100.01    231415523.7590       0.008064     0.00152528
 950.00     1.00       282.19     89218.44     951.00         100.01    231368244.3377       0.008062     0.00152723
 951.00     1.00       282.19     89207.64     952.00         100.01    231320866.3083       0.008060     0.00152918
 952.00     1.00       282.18     89196.84     953.00         100.01    231273389.5452       0.008058     0.00153113
 953.00     1.00       282.18     89186.04     954.00         100.01    231225813.9222       0.008056     0.00153308
 954.00     1.00       282.17     89175.24     955.00         100.01    231178139.3131       0.008054     0.00153502
 955.00     1.00       282.17     89164.45     956.00         100.01    231130365.5913       0.008052     0.00153697
 956.00     1.00       282.16     89153.65     957.00         100.01    231082492.6300       0.008050     0.00153892
 957.00     1.00       282.15     89142.86     958.00         100.01    231034520.3020       0.008048     0.00154087
 958.00     1.00       282.15     89132.06     959.00         100.01    230986448.4799       0.008046     0.00154281
 959.00     1.00       282.14     89121.27     960.00         100.01    230938277.0361       0.008044     0.00154476
 960.00     1.00       282.14     89110.48     961.00         100.01    230890005.8426       0.008042     0.00154671
 961.00     1.00       282.13     89099.69     962.00         100.01    230841634.7711       0.008040     0.00154865
 962.00     1.00       282.13     89088.90     963.00         100.01    230793163.6933       0.008039     0.00155060
 963.00     1.00       282.12     89078.11     964.00         100.01    230744592.4803       0.008037     0.00155254
 964.00     1.00       282.12     89067.33     965.00         100.01    230695921.0031       0.008035     0.00155449
 965.00     1.00       282.11     89056.54     966.00         100.01    230647149.1323       0.008033     0.00155643
 966.00     1.00       282.11     89045.76     967.00         100.01    230598276.7384       0.008031     0.00155838
 967.00     1.00       282.10     89034.97     968.00         100.01    230549303.6915       0.008029     0.00156032
 968.00     1.00       282.10     89024.19     969.00         100.01    230500229.8613       0.008027     0.00156227
 969.00     1.00       282.09     89013.41     970.00         100.01    230451055.1174       0.008025     0.00156421
 970.00     1.00       282.09     89002.63     971.00         100.01    230401779.3292       0.008023     0.00156615
 971.00     1.00       282.08     88991.85     972.00         100.01    230352402.3656       0.008021     0.00156810
 972.00     1.00       282.07     88981.07     973.00         100.01    230302924.0953       0.008019     0.00157004
 973.00     1.00       282.07     88970.29     974.00         100.01    230253344.3867       0.008017     0.00157198
 974.00     1.00       282.06     88959.52     975.00         100.01    230203663.1079       0.008015     0.00157392
 975.00     1.00       282.06     88948.74     976.00         100.01    230153880.1269       0.008013     0.00157587
 976.00     1.00       282.05     88937.97     977.00         100.01    230103995.3111       0.008011     0.00157781
 977.00     1.00       282.05     88927.20     978.00         100.01    230054008.5279       0.008009     0.00157975
 978.00     1.00       282.04     88916.42     979.00         100.01    230003919.6443       0.008007     0.00158169
 979.00     1.00       282.04     88905.65     980.00         100.01    229953728.5269       0.008006     0.00158363
 980.00     1.00       282.03     88894.88     981.00         100.01    229903435.0421       0.008004     0.00158557
 981.00     1.00       282.03     88884.12     982.00         100.01    229853039.0561       0.008002     0.00158751
 982.00     1.00       282.02     88873.35     983.00         100.01    229802540.4348       0.008000     0.00158945
 983.00     1.00       282.02     88862.58     984.00         100.01    229751939.0436       0.007998     0.00159139
 984.00     1.00       282.01     88851.82     985.00         100.01    229701234.7477       0.007996     0.00159333
 985.00     1.00       282.00     88841.05     986.00         100.01    229650427.4123       0.007994     0.00159527
 986.00     1.00       282.00     88830.29     987.00         100.01    229599516.9019       0.007992     0.00159721
 987.00     1.00       281.99     88819.53     988.00         100.01    229548503.0808       0.007990     0.00159915
 988.00     1.00       281.99     88808.77     989.00         100.01    229497385.8132       0.007988     0.00160109
 989.00     1.00       281.98     88798.01     990.00         100.01    229446164.9629       0.007986     0.00160303
 990.00     1.00       281.98     88787.25     991.00         100.01    229394840.3933       0.007984     0.00160496
 991.00     1.00       281.97     88776.49     992.00         100.01    229343411.9676       0.007982     0.00160690
 992.00     1.00       281.97     88765.74     993.00         100.01    229291879.5486       0.007980     0.00160884
 993.00     1.00       281.96     88754.98     994.00         100.01    229240242.9991       0.007978     0.00161078
 994.00     1.00       281.96     88744.23     995.00         100.01    229188502.1812       0.007976     0.00161271
 995.00     1.00       281.95     88733.48     996.00         100.01    229136656.9570       0.007974     0.00161465
 996.00     1.00       281.95     88722.72     997.00         100.01    229084707.1881       0.007973     0.00161658
 997.00     1.00       281.94     88711.97     998.00         100.01    229032652.7359       0.007971     0.00161852
 998.00     1.00       281.93     88701.22     999.00         100.01    228980493.4616       0.007969     0.00162046
 999.00     1.00       281.93     88690.48    1000.00         100.01    228928229.2258       0.007967     0.00162239
1000.00     1.00       281.92     88679.73    1001.00         100.01    228875859.8891       0.007965     0.00162433
1001.00     1.00       281.92     88668.98    1002.00         100.01    228823385.3116       0.007963     0.00162626
1002.00     1.00       281.91     88658.24    1003.00         100.01    228770805.3532       0.007961     0.00162820
1003.00     1.00       281.91     88647.49    1004.00         100.01    228718119.8734       0.007959     0.00163013
1004.00     1.00       281.90     88636.75    1005.00         100.01    228665328.7316       0.007957     0.00163206
1005.00     1.00       281.90     88626.01    1006.00         100.01    228612431.7865       0.007955     0.00163400
1006.00     1.00       281.89     88615.27    1007.00         100.01    228559428.8970       0.007953     0.00163593
1007.00     1.00       281.89     88604.53    1008.00         100.01    228506319.9213       0.007951     0.00163787
1008.00     1.00       281.88     88593.79    1009.00         100.01    228453104.7174       0.007949     0.00163980
1009.00     1.00       281.88     88583.05    1010.00         100.01    228399783.1430       0.007947     0.00164173
1010.00     1.00       281.87     88572.31    1011.00         100.01    228346355.0555       0.007945     0.00164366
1011.00     1.00       281.87     88561.58    1012.00         100.01    228292820.3120       0.007944     0.00164560
1012.00     1.00       281.86     88550.84    1013.00         100.01    228239178.7692       0.007942     0.00164753
1013.00     1.00       281.85     88540.11    1014.00         100.01    228185430.2837       0.007940     0.00164946
1014.00     1.00       281.85     88529.38    1015.00         100.01    228131574.7115       0.007938     0.00165139
1015.00     1.00       281.84     88518.65    1016.00         100.01    228077611.9084       0.007936     0.00165332
1016.00     1.00       281.84     88507.92    1017.00         100.01    228023541.7301       0.007934     0.00165525
1017.00     1.00       281.83     88497.19    1018.00         100.01    227969364.0316       0.007932     0.00165718
1018.00     1.00       281.83     88486.46    1019.00         100.01    227915078.6678       0.007930     0.00165911
1019.00     1.00       281.82     88475.74    1020.00         100.01    227860685.4933       0.007928     0.00166104
1020.00     1.00       281.82     88465.01    1021.00         100.01    227806184.3623       0.007926     0.00166297
1021.00     1.00       281.81     88454.29    1022.00         100.01    227751575.1287       0.007924     0.00166490
1022.00     1.00       281.81     88443.56    1023.00         100.01    227696857.6461       0.007922     0.00166683
1023.00     1.00       281.80     88432.84    1024.00         100.01    227642031.7678       0.007920     0.00166876
1024.00     1.00       281.80     88422.12    1025.00         100.01    227587097.3467       0.007918     0.00167069
1025.00     1.00       281.79     88411.40    1026.00         100.01    227532054.2355       0.007917     0.00167262
1026.00     1.00       281.78     88400.68    1027.00         100.01    227476902.2864       0.007915     0.00167454
1027.00     1.00       281.78     88389.96    1028.00         100.01    227421641.3514       0.007913     0.00167647
1028.00     1.00       281.77     88379.25    1029.00         100.01    227366271.2821       0.007911     0.00167840
